Sample ID,Sample Type (CV),Species (CV),Species NCBI Taxonomy ID,Parent Specimen ID,Parent Specimen Type (CV),Subject ID,Age,Sex (CV),Genotype,Modality  (CV),Technique  (CV),Anatomical Structure (CV),Subspecimen Type (CV),Total Processed Subspecimens,Organization (CV),Investigator,Grant Number (CV),Data Collection (CV),R24 Name (CV),R24 link,Metadata Submission,Comments
CEMBA210415_15C,brain region,mouse,NCBI:txid10090,CEMBA210415_15C,brain region,,,,wt/wt,epigenomics,ATAC-seq,MY (GRN+IRN+SPVO+MV),nuclei,12531,Salk Institute for Biological Sciences,Bing Ren,1U19MH114831-01,ecker_sn_ATACseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/chromatin/,2022Q2,
CEMBA210415_16C,brain region,mouse,NCBI:txid10090,CEMBA210415_16C,brain region,,,,wt/wt,epigenomics,ATAC-seq,MY (GRN+IRN+SPVO+MV),nuclei,12534,Salk Institute for Biological Sciences,Bing Ren,1U19MH114831-01,ecker_sn_ATACseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/chromatin/,2022Q2,
CEMBA210422_17B,brain region,mouse,NCBI:txid10090,CEMBA210422_17B,brain region,,,,wt/wt,epigenomics,ATAC-seq,MY (GRN+IRN+PARN+SPV),nuclei,12795,Salk Institute for Biological Sciences,Bing Ren,1U19MH114831-01,ecker_sn_ATACseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/chromatin/,2022Q2,
CEMBA210422_18B,brain region,mouse,NCBI:txid10090,CEMBA210422_18B,brain region,,,,wt/wt,epigenomics,ATAC-seq,MY (GRN+IRN+PARN+SPV),nuclei,12816,Salk Institute for Biological Sciences,Bing Ren,1U19MH114831-01,ecker_sn_ATACseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/chromatin/,2022Q2,
CEMBA210429_17B,brain region,mouse,NCBI:txid10090,CEMBA210429_17B,brain region,,,,wt/wt,epigenomics,ATAC-seq,MY (GRN+IRN+PARN+SPV),nuclei,12703,Salk Institute for Biological Sciences,Bing Ren,1U19MH114831-01,ecker_sn_ATACseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/chromatin/,2022Q2,
CEMBA210429_18B,brain region,mouse,NCBI:txid10090,CEMBA210429_18B,brain region,,,,wt/wt,epigenomics,ATAC-seq,MY (GRN+IRN+PARN+SPV),nuclei,12712,Salk Institute for Biological Sciences,Bing Ren,1U19MH114831-01,ecker_sn_ATACseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/chromatin/,2022Q2,
CEMBA210805_15B,brain region,mouse,NCBI:txid10090,CEMBA210805_15B,brain region,,,,wt/wt,epigenomics,ATAC-seq,CBX,nuclei,11721,Salk Institute for Biological Sciences,Bing Ren,1U19MH114831-01,ecker_sn_ATACseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/chromatin/,2022Q2,
CEMBA210805_16A,brain region,mouse,NCBI:txid10090,CEMBA210805_16A,brain region,,,,wt/wt,epigenomics,ATAC-seq,CBX,nuclei,11510,Salk Institute for Biological Sciences,Bing Ren,1U19MH114831-01,ecker_sn_ATACseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/chromatin/,2022Q2,
CEMBA210810_15B,brain region,mouse,NCBI:txid10090,CEMBA210810_15B,brain region,,,,wt/wt,epigenomics,ATAC-seq,CBX,nuclei,12621,Salk Institute for Biological Sciences,Bing Ren,1U19MH114831-01,ecker_sn_ATACseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/chromatin/,2022Q2,
CEMBA210810_17A,brain region,mouse,NCBI:txid10090,CEMBA210810_17A,brain region,,,,wt/wt,epigenomics,ATAC-seq,CBX,nuclei,12746,Salk Institute for Biological Sciences,Bing Ren,1U19MH114831-01,ecker_sn_ATACseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/chromatin/,2022Q2,
CEMBA210812_16A,brain region,mouse,NCBI:txid10090,CEMBA210812_16A,brain region,,,,wt/wt,epigenomics,ATAC-seq,CBX,nuclei,12491,Salk Institute for Biological Sciences,Bing Ren,1U19MH114831-01,ecker_sn_ATACseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/chromatin/,2022Q2,
CEMBA210812_17A,brain region,mouse,NCBI:txid10090,CEMBA210812_17A,brain region,,,,wt/wt,epigenomics,ATAC-seq,CBX,nuclei,12661,Salk Institute for Biological Sciences,Bing Ren,1U19MH114831-01,ecker_sn_ATACseq,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/ecker/chromatin/,2022Q2,
CEMBA211005-1_Df7E8F,brain region,mouse,NCBI:txid10090,CEMBA211005-1_Df7E8F,brain region,,P56-P63,Female,wt/wt,epigenomics,mC-seq2;retrograde tracing, TH (RT+VAL+VPL+VM),nuclei,91,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,2022Q2,Injection region: AI
CEMBA211004-1_Df7G8G,brain region,mouse,NCBI:txid10090,CEMBA211004-1_Df7G8G,brain region,,P56-P63,Female,wt/wt,epigenomics,mC-seq2;retrograde tracing, TH (LD+MD+AMd),nuclei,91,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,2022Q2,Injection region: AI
CEMBA211011-1_Df9K10G,brain region,mouse,NCBI:txid10090,CEMBA211011-1_Df9K10G,brain region,,P56-P63,Female,wt/wt,epigenomics,mC-seq2;retrograde tracing, TH (MH+VPM+LVM+SPA),nuclei,88,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,2022Q2,Injection region: AI
CEMBA211005-1_Dm7E8F,brain region,mouse,NCBI:txid10090,CEMBA211005-1_Dm7E8F,brain region,,P56-P63,Male,wt/wt,epigenomics,mC-seq2;retrograde tracing, TH (RT+VAL+VPL+VM),nuclei,93,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,2022Q2,Injection region: AI
CEMBA211004-1_Dm7G8G,brain region,mouse,NCBI:txid10090,CEMBA211004-1_Dm7G8G,brain region,,P56-P63,Male,wt/wt,epigenomics,mC-seq2;retrograde tracing, TH (LD+MD+AMd),nuclei,91,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,2022Q2,Injection region: AI
CEMBA211011-1_Dm9K10G,brain region,mouse,NCBI:txid10090,CEMBA211011-1_Dm9K10G,brain region,,P56-P63,Male,wt/wt,epigenomics,mC-seq2;retrograde tracing, TH (MH+VPM+LVM+SPA),nuclei,94,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,2022Q2,Injection region: AI
CEMBA211025-1_Sf10E11E,brain region,mouse,NCBI:txid10090,CEMBA211025-1_Sf10E11E,brain region,,P56-P63,Female,wt/wt,epigenomics,mC-seq2;retrograde tracing, vHPF (CA1-CA3),nuclei,88,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,2022Q2,Injection region: HY
CEMBA211130-1_Sf10H11H12H,brain region,mouse,NCBI:txid10090,CEMBA211130-1_Sf10H11H12H,brain region,,P56-P63,Female,wt/wt,epigenomics,mC-seq2;retrograde tracing, NPC+APN+MRN_PAG,nuclei,63,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,2022Q2,Injection region: HY
CEMBA211206-1_Sf10J11J,brain region,mouse,NCBI:txid10090,CEMBA211206-1_Sf10J11J,brain region,,P56-P63,Female,wt/wt,epigenomics,mC-seq2;retrograde tracing, VTA+SN,nuclei,93,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,2022Q2,Injection region: HY
CEMBA211123-1_Sf11G12F13C,brain region,mouse,NCBI:txid10090,CEMBA211123-1_Sf11G12F13C,brain region,,P56-P63,Female,wt/wt,epigenomics,mC-seq2;retrograde tracing, SC,nuclei,45,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,2022Q2,Injection region: HY
CEMBA211214-1_Sf12G13D,brain region,mouse,NCBI:txid10090,CEMBA211214-1_Sf12G13D,brain region,,P56-P63,Female,wt/wt,epigenomics,mC-seq2;retrograde tracing, PAG+MEV+Su3,nuclei,95,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,2022Q2,Injection region: HY
CEMBA211217-1_Sf12J13E13F14C14D,brain region,mouse,NCBI:txid10090,CEMBA211217-1_Sf12J13E13F14C14D,brain region,,P56-P63,Female,wt/wt,epigenomics,mC-seq2;retrograde tracing, PRNr+TRN+PG,nuclei,182,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,2022Q2,Injection region: HY
CEMBA211129-1_Sf14A,brain region,mouse,NCBI:txid10090,CEMBA211129-1_Sf14A,brain region,,P56-P63,Female,wt/wt,epigenomics,mC-seq2;retrograde tracing, IC,nuclei,158,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,2022Q2,Injection region: HY
CEMBA211018-1_Sf1C,brain region,mouse,NCBI:txid10090,CEMBA211018-1_Sf1C,brain region,,P56-P63,Female,wt/wt,epigenomics,mC-seq2;retrograde tracing, MOB+AOB+AON,nuclei,91,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,2022Q2,Injection region: HY
CEMBA211018-1_Sf2E,brain region,mouse,NCBI:txid10090,CEMBA211018-1_Sf2E,brain region,,P56-P63,Female,wt/wt,epigenomics,mC-seq2;retrograde tracing, TTd+TTv+AON,nuclei,82,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,2022Q2,Injection region: HY
CEMBA211012-1_Sf3D,brain region,mouse,NCBI:txid10090,CEMBA211012-1_Sf3D,brain region,,P56-P63,Female,wt/wt,epigenomics,mC-seq2;retrograde tracing, AI,nuclei,85,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,2022Q2,Injection region: HY
CEMBA211108-1_Sf4D5E6E,brain region,mouse,NCBI:txid10090,CEMBA211108-1_Sf4D5E6E,brain region,,P56-P63,Female,wt/wt,epigenomics,mC-seq2;retrograde tracing, CP,nuclei,182,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,2022Q2,Injection region: HY
CEMBA211109-1_Sf4H5H6F7F,brain region,mouse,NCBI:txid10090,CEMBA211109-1_Sf4H5H6F7F,brain region,,P56-P63,Female,wt/wt,epigenomics,mC-seq2;retrograde tracing, MS+NDR,nuclei,183,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-01,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,2022Q2,Injection region: HY
CEMBA211116-1_Sf7E8F,brain region,mouse,NCBI:txid10090,CEMBA211116-1_Sf7E8F,brain region,,P56-P63,Female,wt/wt,epigenomics,mC-seq2;retrograde tracing, TH (RT+VAL+VPL+VM),nuclei,167,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-02,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,2022Q2,Injection region: HY
CEMBA211115-1_Sf7G8G,brain region,mouse,NCBI:txid10090,CEMBA211115-1_Sf7G8G,brain region,,P56-P63,Female,wt/wt,epigenomics,mC-seq2;retrograde tracing, TH (LD+MD+AMd),nuclei,92,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-03,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,2022Q2,Injection region: HY
CEMBA211104-1_Sf7H8H9G,brain region,mouse,NCBI:txid10090,CEMBA211104-1_Sf7H8H9G,brain region,,P56-P63,Female,wt/wt,epigenomics,mC-seq2;retrograde tracing, AMY (CEA+BLA),nuclei,179,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-04,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,2022Q2,Injection region: HY
CEMBA211019-1_Sf8E9H,brain region,mouse,NCBI:txid10090,CEMBA211019-1_Sf8E9H,brain region,,P56-P63,Female,wt/wt,epigenomics,mC-seq2;retrograde tracing, HPF (CA1-CA3),nuclei,86,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-05,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,2022Q2,Injection region: HY
CEMBA211025-1_Sm10E11E,brain region,mouse,NCBI:txid10090,CEMBA211025-1_Sm10E11E,brain region,,P56-P63,Male,wt/wt,epigenomics,mC-seq2;retrograde tracing, vHPF (CA1-CA3),nuclei,88,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-06,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,2022Q2,Injection region: HY
CEMBA211130-1_Sm10H11H12H,brain region,mouse,NCBI:txid10090,CEMBA211130-1_Sm10H11H12H,brain region,,P56-P63,Male,wt/wt,epigenomics,mC-seq2;retrograde tracing, NPC+APN+MRN_PAG,nuclei,93,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-07,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,2022Q2,Injection region: HY
CEMBA211206-1_Sm10J11J,brain region,mouse,NCBI:txid10090,CEMBA211206-1_Sm10J11J,brain region,,P56-P63,Male,wt/wt,epigenomics,mC-seq2;retrograde tracing, VTA+SN,nuclei,93,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-08,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,2022Q2,Injection region: HY
CEMBA211123-1_Sm11G12F13C,brain region,mouse,NCBI:txid10090,CEMBA211123-1_Sm11G12F13C,brain region,,P56-P63,Male,wt/wt,epigenomics,mC-seq2;retrograde tracing, SC,nuclei,254,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-09,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,2022Q2,Injection region: HY
CEMBA211214-1_Sm12G13D,brain region,mouse,NCBI:txid10090,CEMBA211214-1_Sm12G13D,brain region,,P56-P63,Male,wt/wt,epigenomics,mC-seq2;retrograde tracing, PAG+MEV+Su3,nuclei,83,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-10,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,2022Q2,Injection region: HY
CEMBA211217-1_Sm12J13E13F14C14D,brain region,mouse,NCBI:txid10090,CEMBA211217-1_Sm12J13E13F14C14D,brain region,,P56-P63,Male,wt/wt,epigenomics,mC-seq2;retrograde tracing, PRNr+TRN+PG,nuclei,189,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-11,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,2022Q2,Injection region: HY
CEMBA211129-1_Sm14A,brain region,mouse,NCBI:txid10090,CEMBA211129-1_Sm14A,brain region,,P56-P63,Male,wt/wt,epigenomics,mC-seq2;retrograde tracing, IC,nuclei,32,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-12,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,2022Q2,Injection region: HY
CEMBA211018-1_Sm1C,brain region,mouse,NCBI:txid10090,CEMBA211018-1_Sm1C,brain region,,P56-P63,Male,wt/wt,epigenomics,mC-seq2;retrograde tracing, MOB+AOB+AON,nuclei,89,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-13,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,2022Q2,Injection region: HY
CEMBA211018-1_Sm2E,brain region,mouse,NCBI:txid10090,CEMBA211018-1_Sm2E,brain region,,P56-P63,Male,wt/wt,epigenomics,mC-seq2;retrograde tracing, TTd+TTv+AON,nuclei,88,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-14,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,2022Q2,Injection region: HY
CEMBA211012-1_Sm3D,brain region,mouse,NCBI:txid10090,CEMBA211012-1_Sm3D,brain region,,P56-P63,Male,wt/wt,epigenomics,mC-seq2;retrograde tracing, AI,nuclei,80,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-15,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,2022Q2,Injection region: HY
CEMBA211108-1_Sm4D5E6E,brain region,mouse,NCBI:txid10090,CEMBA211108-1_Sm4D5E6E,brain region,,P56-P63,Male,wt/wt,epigenomics,mC-seq2;retrograde tracing, CP,nuclei,78,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-16,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,2022Q2,Injection region: HY
CEMBA211109-1_Sm4H5H6F7F,brain region,mouse,NCBI:txid10090,CEMBA211109-1_Sm4H5H6F7F,brain region,,P56-P63,Male,wt/wt,epigenomics,mC-seq2;retrograde tracing, MS+NDR,nuclei,176,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-17,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,2022Q2,Injection region: HY
CEMBA211116-1_Sm7E8F,brain region,mouse,NCBI:txid10090,CEMBA211116-1_Sm7E8F,brain region,,P56-P63,Male,wt/wt,epigenomics,mC-seq2;retrograde tracing, TH (RT+VAL+VPL+VM),nuclei,93,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-18,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,2022Q2,Injection region: HY
CEMBA211115-1_Sm7G8G,brain region,mouse,NCBI:txid10090,CEMBA211115-1_Sm7G8G,brain region,,P56-P63,Male,wt/wt,epigenomics,mC-seq2;retrograde tracing, TH (LD+MD+AMd),nuclei,93,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-19,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,2022Q2,Injection region: HY
CEMBA211104-1_Sm7H8H9G,brain region,mouse,NCBI:txid10090,CEMBA211104-1_Sm7H8H9G,brain region,,P56-P63,Male,wt/wt,epigenomics,mC-seq2;retrograde tracing, AMY (CEA+BLA),nuclei,184,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-20,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,2022Q2,Injection region: HY
CEMBA211019-1_Sm8E9H,brain region,mouse,NCBI:txid10090,CEMBA211019-1_Sm8E9H,brain region,,P56-P63,Male,wt/wt,epigenomics,mC-seq2;retrograde tracing, HPF (CA1-CA3),nuclei,93,Salk Institute for Biological Studies,Joseph Ecker; Ed Callaway,1U19MH114831-21,ecker_sn_mCseq_retro,NEMO,http://data.nemoarchive.org/biccn/grant/cemba/callaway/projection/,2022Q2,Injection region: HY
SW220214-01A,whole brain,mouse,NCBI:txid10090,,not reported,,,,wt/wt,connectivity,TRIO tracing,ACB:SUB:SUB,brains,1,University of California Los Angeles,Hong-Wei Dong,1U19MH114831-01,dong_TRIO,BIL,,2022Q2,
SW220215-04A,whole brain,mouse,NCBI:txid10090,,not reported,,,,wt/wt,connectivity,TRIO tracing,DMH:SUB:SUB,brains,1,University of California Los Angeles,Hong-Wei Dong,1U19MH114831-01,dong_TRIO,BIL,,2022Q2,
SW220215-05A,whole brain,mouse,NCBI:txid10090,,not reported,,,,wt/wt,connectivity,TRIO tracing,AHN:SUB:SUB,brains,1,University of California Los Angeles,Hong-Wei Dong,1U19MH114831-01,dong_TRIO,BIL,,2022Q2,
SW220215-06A,whole brain,mouse,NCBI:txid10090,,not reported,,,,wt/wt,connectivity,TRIO tracing,AHN:SUB:SUB,brains,1,University of California Los Angeles,Hong-Wei Dong,1U19MH114831-01,dong_TRIO,BIL,,2022Q2,
SW220311-01A,whole brain,mouse,NCBI:txid10090,,not reported,,,,wt/wt,connectivity,TRIO tracing,PVH:BST:BST,brains,1,University of California Los Angeles,Hong-Wei Dong,1U19MH114831-01,dong_TRIO,BIL,,2022Q2,
SW220311-03A,whole brain,mouse,NCBI:txid10090,,not reported,,,,wt/wt,connectivity,TRIO tracing,PVH:LS:LS,brains,1,University of California Los Angeles,Hong-Wei Dong,1U19MH114831-01,dong_TRIO,BIL,,2022Q2,
SW220321-02A,whole brain,mouse,NCBI:txid10090,,not reported,,,,wt/wt,connectivity,TRIO tracing,LS:SUB:SUB,brains,1,University of California Los Angeles,Hong-Wei Dong,1U19MH114831-01,dong_TRIO,BIL,,2022Q2,
SW220321-03A,whole brain,mouse,NCBI:txid10090,,not reported,,,,wt/wt,connectivity,TRIO tracing,RE:SUB:SUB,brains,1,University of California Los Angeles,Hong-Wei Dong,1U19MH114831-01,dong_TRIO,BIL,,2022Q2,
20210922_CJBasil_Pvalb_Postn_slide079_Slide179_Slide279_Slide379,brain slice,marmoset,NCBI:txid9483,,not reported,CJ_Basil,2 Years,Male,WT,spatial transcriptomics,smFISH,NCX; STR; HIPP; THAL,brain slice,4,Massachusetts Insitute of Technology,Guoping Feng,1U01MH114819-01,feng_fish,BIL,/bil/lz/heatherz/0900631a8fb86f2a,22Q2,
marm027_PFCdl,cell nucleus,marmoset,NCBI:txid9483,,not reported,marm027,2 y 4 mo,female,WT,transcriptomics,10x Chromium 3' v3 sequencing,DFC,cells,20000,Harvard Medical School,Steve McCarroll,1U01MH114819-01,feng_sn_10xv3,NeMO,awaiting confirmation from NeMO,22Q2,
marm028_PFCdl,cell nucleus,marmoset,NCBI:txid9483,,not reported,marm028,3 y 2 mo,female,WT,transcriptomics,10x Chromium 3' v3 sequencing,DFC,cells,20000,Harvard Medical School,Steve McCarroll,1U01MH114819-01,feng_sn_10xv3,NeMO,awaiting confirmation from NeMO,22Q2,
marm028_A1,cell nucleus,marmoset,NCBI:txid9483,,not reported,marm028,3 y 2 mo,female,WT,transcriptomics,10x Chromium 3' v3 sequencing,A1C,cells,20000,Harvard Medical School,Steve McCarroll,1U01MH114819-01,feng_sn_10xv3,NeMO,awaiting confirmation from NeMO,22Q2,
marm029_A1,cell nucleus,marmoset,NCBI:txid9483,,not reported,marm029,2 y 6 mo,female,WT,transcriptomics,10x Chromium 3' v3 sequencing,A1C,cells,20000,Harvard Medical School,Steve McCarroll,1U01MH114819-01,feng_sn_10xv3,NeMO,awaiting confirmation from NeMO,22Q2,
I60_BA4445_OCT,brain region,human,NCBI:txid9606,n/a,brain region,I60,61,Male,n/a,multimodal,OCT,A44;A45,slices,40,Boston University,David Boas,1U01MH117023-01,fischl_oct,DANDI,https://dandiarchive.org/dandiset/000026/draft/files?location=rawdata%2Fsub-I60%2Fses-OCT%2F,2022Q2,A44;A45 anatomical structure means Broadmann Area 44; Area 45. Data uploaded to rawdata/ and derivatives/ folders on DANDI
I48_BA4445_STER,brain region,human,NCBI:txid9606,n/a,brain region,I48,60,Female,n/a,multimodal,stereology,A44;A45,slices,4,Icahn School of Medicine at Mount Sinai,Patrick Hof,1U01MH117023-01,fischl_stereology,DANDI,https://dandiarchive.org/dandiset/000026/draft/files?location=derivatives%2FMBF_stereology%2F,2022Q2,A44;A45 anatomical structure means Broadmann Area 44; Area 45. Data uploaded to derivatives/ folder on DANDI
Fezf2F_V ,library,mouse,NCBI:txid10090,,not reported,,P56,female,Fezf2-CreERT2/Sun1-GFP,transcriptomics,10x Chromium 3' v3 sequencing,VISpm;VISp;VISl;VISli,cell,6673,Harvard University,Paola Arlotta,1-U19-MH114821-01,huang_sn_10xv3,NeMO,,22Q2,
Fezf2M_M1,library,mouse,NCBI:txid10090,,not reported,,P58,male,Fezf2-CreERT2/Sun1-GFP,transcriptomics,10x Chromium 3' v3 sequencing,MOp;MOs,cell,5094,Harvard University,Paola Arlotta,1-U19-MH114821-01,huang_sn_10xv3,NeMO,,22Q2,
